,movieid,castid,character_name,actor_name,order
489,9559.0,10,Robert 'Butch' Haynes,Kevin Costner,0
490,9559.0,14,Chief Red Garnett,Clint Eastwood,1
491,9559.0,12,Sally Gerber,Laura Dern,2
492,9800.0,21,Andrew Beckett,Tom Hanks,0
493,9800.0,20,Joe Mille,Denzel Washington,1
494,9800.0,34,Charles Wheeler,Jason Robards,2
495,713.0,1,Ada McGrath,Holly Hunter,0
496,713.0,2,George Baines,Harvey Keitel,1
497,713.0,3,Alisdair Stewart,Sam Neill,2
498,1245.0,1,James Stevens,Anthony Hopkins,0
499,1245.0,2,Miss Kenton,Emma Thompson,1
500,1245.0,3,Lord Darlington,James Fox,2
501,7007.0,6,Capt. John Connor,Sean Connery,0
502,7007.0,7,Lt. Webster Smith,Wesley Snipes,1
503,7007.0,8,Lt. Tom Graham,Harvey Keitel,2
504,5550.0,11,RoboCop,Robert John Burke,0
505,5550.0,23,Officer Anne Lewis,Nancy Allen,1
506,5550.0,12,Casey Wong,Mario Machado,2
507,8005.0,1,Robin Hood,Cary Elwes,0
508,8005.0,13,Don Giovanni,Dom DeLuise,1
509,8005.0,3,Sheriff of Rotingham,Roger Rees,2
510,14534.0,1,Daniel E. 'Rudy' Ruettiger,Sean Astin,0
511,14534.0,2,D-Bob,Jon Favreau,1
512,14534.0,3,Daniel Ruettiger,Ned Beatty,2
513,424.0,14,Oskar Schindler,Liam Neeson,0
514,424.0,15,Itzhak Stern,Ben Kingsley,1
515,424.0,16,Amon Goeth,Ralph Fiennes,2
516,11236.0,1,Mary Lennox,Kate Maberly,0
517,11236.0,2,Colin Craven,Heydon Prowse,1
518,11236.0,3,Dickon,Andrew Knott,2
519,858.0,13,Sam Baldwin,Tom Hanks,0
520,858.0,14,Annie Reed,Meg Ryan,1
521,858.0,15,Walter,Bill Pullman,2
522,78.0,6,Rick Deckard,Harrison Ford,0
523,78.0,7,Roy Batty,Rutger Hauer,1
524,78.0,8,Rachael,Sean Young,2
525,11074.0,1,Det. Tom Hardy,Bruce Willis,0
526,11074.0,2,Jo Christman,Sarah Jessica Parker,1
527,11074.0,3,Capt. Nick Detillo,Dennis Farina,2
528,9607.0,11,Mario Mario,Bob Hoskins,0
529,9607.0,12,Luigi Mario,John Leguizamo,1
530,9607.0,13,King Koopa,Dennis Hopper,2
531,9479.0,1,Jack Skellington (singing) / Barrel / Clown with the Tear away Face (voice),Danny Elfman,0
532,9479.0,2,Jack Skellington (voice),Chris Sarandon,1
533,9479.0,3,Sally / Shock (voice),Catherine O'Hara,2
534,10057.0,11,Aramis,Charlie Sheen,0
535,10057.0,12,Athos,Kiefer Sutherland,1
536,10057.0,13,D'Artagnan,Chris O'Donnell,2
537,11969.0,11,Wyatt Earp,Kurt Russell,0
538,11969.0,12,Doc Holliday,Val Kilmer,1
539,11969.0,13,Virgil Earp,Sam Elliott,2
540,319.0,4,Clarence Worley,Christian Slater,0
541,319.0,5,Alabama Whitman,Patricia Arquette,1
542,319.0,6,Dick Ritchie,Michael Rapaport,2
543,15139.0,1,Richard Tyler,Macaulay Culkin,0
544,15139.0,2,Mr. Dewey,Christopher Lloyd,1
545,15139.0,3,Adventure (voice),Patrick Stewart,2
546,11655.0,1,Jesus Gris,Federico Luppi,0
547,11655.0,2,Angel de la Guardia,Ron Perlman,1
548,11655.0,3,De la Guardia,Claudio Brook,2
549,10897.0,35,Alfalfa,Bug Hall,0
550,10897.0,1,"George ""Spanky"" McFarland",Travis Tedford,1
551,10897.0,25,Darla,Brittany Ashton Holmes,2
552,771.0,13,Kevin,Macaulay Culkin,0
553,771.0,14,Harry,Joe Pesci,1
554,771.0,15,Marv,Daniel Stern,2
555,251.0,2,Sam Wheat,Patrick Swayze,0
556,251.0,3,Molly Jensen,Demi Moore,1
557,251.0,26,Oda Mae Brown,Whoopi Goldberg,2
558,812.0,18,"Aladdin ""Al"" (voice)",Scott Weinger,0
559,812.0,20,Genie (voice),Robin Williams,1
560,812.0,21,Princess Jasmine (voice),Linda Larkin,2
561,280.0,1,The Terminator,Arnold Schwarzenegger,0
562,280.0,3,Sarah Connor,Linda Hamilton,1
563,280.0,6,T-1000,Robert Patrick,2
564,581.0,12,Lieutenant Dunbar,Kevin Costner,0
565,581.0,13,Stands With A Fist,Mary McDonnell,1
566,581.0,14,Kicking Bird,Graham Greene,2
567,268.0,5,Jack Napier/The Joker,Jack Nicholson,0
568,268.0,4,Bruce Wayne/Batman,Michael Keaton,1
569,268.0,6,Vicki Vale,Kim Basinger,2
570,274.0,1,Clarice Starling,Jodie Foster,0
571,274.0,2,Hannibal Lecter,Anthony Hopkins,1
572,274.0,4,Jack Crawford,Scott Glenn,2
573,408.0,14,Snow White (voice),Adriana Caselotti,0
574,408.0,31,Queen (voice),Lucille La Verne,1
575,408.0,34,Prince (voice),Harry Stockwell,2
576,10020.0,10,Belle (voice),Paige O'Hara,0
577,10020.0,11,Beast (voice),Robby Benson,1
578,10020.0,12,Gaston (voice),Richard White,2
579,10895.0,37,Gideon,Mel Blanc,0
580,10895.0,33,Carnival Barkers,Don Brodie,1
581,10895.0,38,John Worthington Foulfellow,Walter Catlett,2
582,114.0,5,Vivian Ward,Julia Roberts,0
583,114.0,6,Edward Lewis,Richard Gere,1
584,114.0,8,James Morse,Ralph Bellamy,2
585,576.0,16,Pike Bishop,William Holden,0
586,576.0,6,Dutch Engstrom,Ernest Borgnine,1
587,576.0,17,Deke Thornton,Robert Ryan,2
588,7300.0,1,Melanie Parker,Michelle Pfeiffer,0
589,7300.0,2,Jack Taylor,George Clooney,1
590,7300.0,3,Maggie Taylor,Mae Whitman,2
591,275.0,7,Jerry Lundegaard,William H. Macy,0
592,275.0,12,Marge Gunderson,Frances McDormand,1
593,275.0,5,Carl Showalter,Steve Buscemi,2
594,11827.0,1,Hanover Fiste / Dr. Anrak (voice),Rodger Bumpass,0
595,11827.0,3,Katherine (voice),Jackie Burroughs,1
596,11827.0,4,Lawyer / General (voice),Joe Flaherty,2
597,10112.0,1,O'Malley,Phil Harris,0
598,10112.0,3,Roquefort,Sterling Holloway,1
599,10112.0,4,Scat Cat,Scatman Crothers,2
600,1592.0,1,Martin Vail,Richard Gere,0
601,1592.0,20,Aaron Stampler,Edward Norton,1
602,1592.0,3,Janet Venable,Laura Linney,2
603,10684.0,1,Lieutenant Colonel Nathaniel Serling,Denzel Washington,0
604,10684.0,2,Captain Karen Emma Walden,Meg Ryan,1
605,10684.0,3,Staff Sergeant John Monfriez,Lou Diamond Phillips,2
606,954.0,22,Ethan Hunt,Tom Cruise,0
607,954.0,23,Jim Phelps,Jon Voight,1
608,954.0,24,Claire Phelps,Emmanuelle Béart,2
609,8840.0,9,Bowen,Dennis Quaid,0
610,8840.0,10,King Einon,David Thewlis,1
611,8840.0,11,Gilbert of Glockenspur,Pete Postlethwaite,2
612,10539.0,3,Aunt Sponge / Glowworm (voice),Miriam Margolyes,1
613,10539.0,2,Aunt Spiker,Joanna Lumley,2
614,10539.0,21,Old Man,Pete Postlethwaite,3
615,10543.0,1,David McCall,Mark Wahlberg,0
616,10543.0,2,Nicole Walker,Reese Witherspoon,1
617,10543.0,3,Steve Walker,William Petersen,2
618,2300.0,2,Himself,Michael Jordan,0
619,2300.0,3,Stan Podolak,Wayne Knight,1
620,2300.0,4,Bugs Bunny/Elmer Fudd (voice),Billy West,2
621,12233.0,1,Oliver (voice),Joey Lawrence,0
622,12233.0,2,Dodger (voice),Billy Joel,1
623,12233.0,3,Tito (voice),Cheech Marin,2
624,922.0,22,William Blake,Johnny Depp,0
625,922.0,23,Nobody,Gary Farmer,1
626,922.0,24,Train Fireman,Crispin Glover,2
627,11687.0,8,Godefroy de Papincourt,Jean Reno,0
628,11687.0,15,Frénégonde de Pouille / Béatrice de Montmirail,Valérie Lemercier,1
629,11687.0,16,Jacquouille la Fripouille / Jacquard,Christian Clavier,2
630,9304.0,11,Doug Kinney,Michael Keaton,0
631,9304.0,12,Laura Kinney,Andie MacDowell,1
632,9304.0,13,Leeds,Harris Yulin,2
633,9100.0,3,Sarah Bailey,Robin Tunney,0
634,9100.0,1,Nancy Downs,Fairuza Balk,1
635,9100.0,2,Bonnie,Neve Campbell,2
636,9802.0,20,John Patrick Mason,Sean Connery,0
637,9802.0,2,Dr. Stanley Goodspeed,Nicolas Cage,1
638,9802.0,3,"Brigadier General Francis X. Hummel, USMC",Ed Harris,2
639,664.0,22,Dr. Jo Harding,Helen Hunt,0
640,664.0,23,Bill Harding,Bill Paxton,1
641,664.0,24,Dr. Jonas Miller,Cary Elwes,2
642,9323.0,10,Motoko Kusanagi (voice),Atsuko Tanaka,0
643,9323.0,14,Batou (voice),Akio Ohtsuka,1
644,9323.0,11,Puppetmaster (voice),Iemasa Kayumi,2
645,532.0,2,Wallace (voice),Peter Sallis,0
646,532.0,3,Wendolene (voice),Anne Reid,1
647,10547.0,1,Zane Zaminski,Charlie Sheen,0
648,10547.0,2,Ilana Green,Lindsay Crouse,1
649,10547.0,3,Calvin,Richard Schiff,2
650,935.0,13,Group Capt. Lionel Mandrake / President Merkin Muffley / Dr. Strangelove,Peter Sellers,0
651,935.0,14,"General ""Buck"" Turgidson",George C. Scott,1
652,935.0,15,Brigadier General Jack D. Ripper,Sterling Hayden,2
653,9879.0,9,Erin Grant,Demi Moore,0
654,9879.0,10,David Dilbeck,Burt Reynolds,1
655,9879.0,11,Lt. Al Garcia,Armand Assante,2
656,7095.0,1,Jack Charles Powell,Robin Williams,0
657,7095.0,2,Karen Powell,Diane Lane,1
658,7095.0,3,Brian Powell,Brian Kerwin,2
659,627.0,17,Mark Renton,Ewan McGregor,0
660,627.0,18,Spud,Ewen Bremner,1
661,627.0,19,Sick Boy,Jonny Lee Miller,2
662,602.0,16,Captain Steven Hiller,Will Smith,0
663,602.0,17,President Thomas J. Whitmore,Bill Pullman,1
664,602.0,18,David Levinson,Jeff Goldblum,2
665,9566.0,12,Gil Renard,Robert De Niro,0
666,9566.0,13,Bobby Rayburn,Wesley Snipes,1
667,9566.0,14,Jewel Stern,Ellen Barkin,2
668,10545.0,1,Quasimodo (voice),Tom Hulce,0
669,10545.0,2,Esmeralda (voice),Demi Moore,1
670,10545.0,5,Frollo (voice),Tony Jay,2
671,9894.0,1,Cable Guy,Jim Carrey,0
672,9894.0,2,Steven M. Kovacs,Matthew Broderick,1
673,9894.0,3,Robin Harris,Leslie Mann,2
674,11543.0,13,Roy Munson,Woody Harrelson,0
675,11543.0,14,Ishmael Boorg,Randy Quaid,1
676,11543.0,15,Claudia,Vanessa Angel,2
677,9268.0,1,U.S. Marshal John 'The Eraser' Kruger,Arnold Schwarzenegger,0
678,9268.0,2,U.S. Marshal Robert Deguerin,James Caan,1
679,9268.0,3,Lee Cullen,Vanessa Williams,2
680,9327.0,1,Sherman Klump | Buddy Love,Eddie Murphy,0
681,9327.0,3,Carla Purty,Jada Pinkett Smith,1
682,9327.0,4,Harlan Hartley,James Coburn,2
683,11228.0,9,Kit Latura,Sylvester Stallone,0
684,11228.0,10,Madelyne Thompson,Amy Brenneman,1
685,11228.0,11,Roy Nord,Viggo Mortensen,2
686,10779.0,10,Frank Bannister,Michael J. Fox,0
687,10779.0,11,Milton Dammers,Jeffrey Combs,1
688,10779.0,12,Johnny Charles Bartlett,Jake Busey,2
689,9294.0,2,George Malley,John Travolta,0
690,9294.0,3,Lace Pennamin,Kyra Sedgwick,1
691,9294.0,4,Nate Pope,Forest Whitaker,2
692,1645.0,1,Jake Tyler Brigance,Matthew McConaughey,0
693,1645.0,2,Ellen Roark,Sandra Bullock,1
694,1645.0,3,Carl Lee Hailey,Samuel L. Jackson,2
695,2925.0,3,Elise Elliot Atchison,Goldie Hawn,0
696,2925.0,2,Brenda Morelli Cushman,Bette Midler,1
697,2925.0,4,Annie MacDuggan Paradis,Diane Keaton,2
698,3595.0,1,Tom Mullen,Mel Gibson,0
699,3595.0,17,Det. Jimmy Shaker,Gary Sinise,1
700,3595.0,18,Agent Lonnie Hawkins,Delroy Lindo,2
701,12123.0,14,Eddie Kasalivich,Keanu Reeves,0
702,12123.0,15,Paul Shannon,Morgan Freeman,1
703,12123.0,16,Dr. Lily Sinclair,Rachel Weisz,2
704,10830.0,1,Matilda Wormwood,Mara Wilson,0
705,10830.0,2,Harry Wormwood,Danny DeVito,1
706,10830.0,4,"Miss Jennifer ""Jenny"" Honey",Embeth Davidtz,2
707,3573.0,6,Emma Woodhouse,Gwyneth Paltrow,0
708,3573.0,21,Harriet Smith,Toni Collette,1
709,3573.0,24,Mr. Elton,Alan Cumming,2
710,10061.0,12,Snake Plissken,Kurt Russell,0
711,10061.0,13,Malloy,Stacy Keach,1
712,10061.0,14,Eddie,Steve Buscemi,2
713,10478.0,10,Roy 'Tin Cup' McAvoy,Kevin Costner,0
714,10478.0,12,David Simms,Don Johnson,1
715,10478.0,13,Romeo Posar,Cheech Marin,2
716,238.0,5,Don Vito Corleone,Marlon Brando,0
717,238.0,6,Michael Corleone,Al Pacino,1
718,238.0,7,Santino 'Sonny' Corleone,James Caan,2
719,9303.0,1,Violet,Jennifer Tilly,0
720,9303.0,2,Corky,Gina Gershon,1
721,9303.0,3,Caesar,Joe Pantoliano,2
722,10723.0,17,Rock Keats / Jack Carter,Damon Wayans,0
723,10723.0,3,Archie Moses,Adam Sandler,1
724,10723.0,4,Frank Colton,James Caan,2
725,10987.0,1,Dr. Sam Loomis,Donald Pleasence,0
726,10987.0,2,Tommy Doyle,Paul Rudd,1
727,10987.0,3,Kara Strode,Marianne Hagan,2
728,981.0,15,Tracy Lord,Katharine Hepburn,0
729,981.0,14,C. K. Dexter Haven,Cary Grant,1
730,981.0,16,Macaulay 'Mike' Connor,James Stewart,2
731,872.0,14,Don Lockwood,Gene Kelly,0
732,872.0,15,Cosmo Brown,Donald O'Connor,1
733,872.0,16,Kathy Selden,Debbie Reynolds,2
734,13320.0,1,Jo Stockton,Audrey Hepburn,0
735,13320.0,2,Dick Avery,Fred Astaire,1
736,13320.0,3,Maggie Prescott,Kay Thompson,2
737,164.0,6,Holly Golightly,Audrey Hepburn,0
738,164.0,7,Paul Varjak,George Peppard,1
739,164.0,8,2-E (Mrs. Failenson),Patricia Neal,2
740,426.0,10,Det. John 'Scottie' Ferguson,James Stewart,0
741,426.0,11,Madeleine Elster/Judy Barton,Kim Novak,1
742,426.0,12,Marjorie 'Midge' Wood,Barbara Bel Geddes,2
743,567.0,3,L. B. Jefferies,James Stewart,0
744,567.0,2,Lisa Carol Fremont,Grace Kelly,1
745,567.0,4,Det. Lt. Thomas J. Doyle,Wendell Corey,2
746,3078.0,10,Peter Warne,Clark Gable,0
747,3078.0,11,Ellie Andrews,Claudette Colbert,1
748,3078.0,12,Alexander Andrews,Walter Connolly,2
749,213.0,3,Roger O. Thornhill,Cary Grant,0
750,213.0,4,Eve Kendall,Eva Marie Saint,1
751,213.0,5,Phillip Vandamm,James Mason,2
752,284.0,1,C.C. Baxter,Jack Lemmon,0
753,284.0,2,Fran Kubelik,Shirley MacLaine,1
754,284.0,3,Jeff D. Sheldrake,Fred MacMurray,2
755,239.0,15,Sugar Kane Kowalczyk,Marilyn Monroe,0
756,239.0,5,Joe (Josephine),Tony Curtis,1
757,239.0,6,Jerry (Daphne),Jack Lemmon,2
758,4808.0,9,Peter Joshua,Cary Grant,0
759,4808.0,10,Regina Lampert,Audrey Hepburn,1
760,4808.0,11,Hamilton Bartholemew,Walter Matthau,2
761,289.0,2,Rick Blaine,Humphrey Bogart,0
762,289.0,3,Ilsa Lund,Ingrid Bergman,1
763,289.0,4,Victor Laszlo,Paul Henreid,2
764,963.0,13,Sam Spade,Humphrey Bogart,0
765,963.0,15,Brigid O'Shaughnessy,Mary Astor,1
766,963.0,16,Iva Archer,Gladys George,2
767,11113.0,1,Eliza Doolittle,Audrey Hepburn,0
768,11113.0,2,Professor Henry Higgins,Rex Harrison,1
769,11113.0,3,Alfred P. Doolittle,Stanley Holloway,2
770,6620.0,5,Linus Larrabee,Humphrey Bogart,0
771,6620.0,6,Sabrina Fairchild,Audrey Hepburn,1
772,6620.0,7,David Larrabee,William Holden,2
773,804.0,13,Joe Bradley,Gregory Peck,0
774,804.0,14,Princess Ann,Audrey Hepburn,1
775,804.0,15,Irving Radovich,Eddie Albert,2
776,630.0,19,Dorothy Gale,Judy Garland,0
777,630.0,20,Professor Marvel / The Wizard of Oz,Frank Morgan,1
778,630.0,21,"""Hunk"" / The Scarecrow",Ray Bolger,2
779,770.0,10,Scarlett O'Hara,Vivien Leigh,0
780,770.0,11,Rhett Butler,Clark Gable,1
781,770.0,12,Melanie Hamilton,Olivia de Havilland,2
782,599.0,20,Joe Gillis,William Holden,0
783,599.0,21,Norma Desmond,Gloria Swanson,1
784,599.0,22,Max von Mayerling,Erich von Stroheim,2
785,15.0,5,Charles Foster Kane,Orson Welles,0
786,15.0,4,Jedediah Leland,Joseph Cotten,1
787,15.0,10,Susan Alexander Kane,Dorothy Comingore,2
788,62.0,6,Dr. Dave Bowman,Keir Dullea,0
789,62.0,7,Dr. Frank Poole,Gary Lockwood,1
790,62.0,8,Dr. Heywood R. Floyd,William Sylvester,2
791,705.0,12,Margo Channing,Bette Davis,0
792,705.0,13,Eve Harrington,Anne Baxter,1
793,705.0,14,Addison DeWitt,George Sanders,2
794,223.0,10,'Maxim' de Winter,Laurence Olivier,0
795,223.0,11,Mrs. de Winter (2nd),Joan Fontaine,1
796,223.0,12,Jack Favell,George Sanders,2
797,303.0,4,T.R. Devlin,Cary Grant,0
798,303.0,2,Alicia Huberman,Ingrid Bergman,1
799,303.0,5,Alexander Sebastian,Claude Rains,2
800,4174.0,7,Dr. Constance Petersen,Ingrid Bergman,0
801,4174.0,8,John Ballantine,Gregory Peck,1
802,4174.0,9,Dr. Alexander Brulov,Michael Chekhov,2
803,381.0,19,John Robie,Cary Grant,0
804,381.0,3,Frances Stevens,Grace Kelly,1
805,381.0,6,Jessie Stevens,Jessie Royce Landis,2
806,10907.0,1,Robin Hood,Errol Flynn,0
807,10907.0,2,Maid Marian,Olivia de Havilland,1
808,10907.0,3,Sir Guy of Gisbourne,Basil Rathbone,2
809,1939.0,9,Laura Hunt,Gene Tierney,0
810,1939.0,10,Det. Lt. Mark McPherson,Dana Andrews,1
811,1939.0,11,Waldo Lydecker,Clifton Webb,2
812,1712.0,1,Leslie Lynnton Benedict,Elizabeth Taylor,0
813,1712.0,2,"Jordan ""Bick"" Benedict Jr.",Rock Hudson,1
814,1712.0,3,Jett Rink,James Dean,2
815,220.0,4,Caleb Trask,James Dean,0
816,220.0,21,Abra Bacon,Julie Harris,1
817,220.0,5,Adam Trask,Raymond Massey,2
818,3085.0,10,Walter Burns,Cary Grant,0
819,3085.0,11,Hildy Johnson,Rosalind Russell,1
820,3085.0,12,Bruce Baldwin,Ralph Bellamy,2
821,1585.0,1,George Bailey,James Stewart,0
822,1585.0,2,Mary Hatch,Donna Reed,1
823,1585.0,3,Henry F. Potter,Lionel Barrymore,2
824,3083.0,9,Jefferson Smith,James Stewart,0
825,3083.0,8,Clarissa Saunders,Jean Arthur,1
826,3083.0,10,Sen. Joseph Harrison Paine,Claude Rains,2
827,900.0,16,Susan Vance,Katharine Hepburn,0
828,900.0,17,Dr. David Huxley,Cary Grant,1
829,900.0,29,Major Horace Applegate,Charles Ruggles,2
830,260.0,12,Richard Hannay,Robert Donat,0
831,260.0,13,Pamela,Madeleine Carroll,1
832,260.0,14,Miss Annabelle Smith,Lucie Mannheim,2
833,10331.0,10,Ben,Duane Jones,0
834,10331.0,11,Barbra,Judith O'Dea,1
835,10331.0,12,Harry Cooper,Karl Hardman,2
836,488.0,5,Charlie Allnut,Humphrey Bogart,0
837,488.0,6,Rose Sayer,Katharine Hepburn,1
838,488.0,7,Rev. Samuel Sayer,Robert Morley,2
839,261.0,4,Maggie,Elizabeth Taylor,0
840,261.0,5,Brick,Paul Newman,1
841,261.0,6,Harvey „Big Daddy” Pollitt,Burl Ives,2
842,9333.0,1,John Smith,Bruce Willis,0
843,9333.0,2,Sheriff Ed Galt,Bruce Dern,1
844,9333.0,3,Joe Monday,William Sanderson,2
845,6878.0,14,Chance (voice),Michael J. Fox,0
846,6878.0,16,Sassy (voice),Sally Field,1
847,6878.0,15,Shadow (voice),Don Ameche,2
848,173.0,4,Ned Land,Kirk Douglas,0
849,173.0,5,Captain Nemo,James Mason,1
850,173.0,6,Prof. Pierre Arronax,Paul Lukas,2
851,864.0,14,Derice Bannock,Leon Robinson,0
852,864.0,15,Sanka Coffie,Doug E. Doug,1
853,864.0,16,Junior Bevil,Rawle D. Lewis,2
854,11224.0,1,Cinderella (voice),Ilene Woods,0
855,11224.0,2,Lady Tremaine (voice),Eleanor Audley,1
856,11224.0,25,Anastasia (voice),Lucille Bliss,2
857,9078.0,1,The Narrator/Sir Ector (voice),Sebastian Cabot,0
858,9078.0,2,Merlin (voice),Karl Swenson,1
859,9078.0,3,Archimedes the Owl (voice),Junius Matthews,2
860,8367.0,1,Robin Hood,Kevin Costner,0
861,8367.0,2,Azeem,Morgan Freeman,1
862,8367.0,3,Will Scarlett,Christian Slater,2
863,433.0,1,Mary Poppins,Julie Andrews,0
864,433.0,2,"Bert/Mr. Dawes, Sr.",Dick Van Dyke,1
865,433.0,3,Mr. George W. Banks,David Tomlinson,2
866,11360.0,10,Mr. Stork (voice),Sterling Holloway,1
867,11360.0,11,The Ringmaster (voice),Herman Bing,2
868,11360.0,12,Narrator (voice),John McLeish,3
869,11114.0,6,Pete,Sean Marshall,0
870,11114.0,28,Nora,Helen Reddy,1
871,11114.0,3,Lampie,Mickey Rooney,2
872,12335.0,1,Miss Price,Angela Lansbury,0
873,12335.0,2,Emelius,David Tomlinson,1
874,12335.0,3,Mr. Jelk,Roddy McDowall,2
875,12092.0,21,Alice (voice),Kathryn Beaumont,0
876,12092.0,23,Queen of Hearts (voice),Verna Felton,1
877,12092.0,25,Mad Hatter (voice),Ed Wynn,2
878,10948.0,1,Tod (voice),Mickey Rooney,0
879,10948.0,2,Copper (voice),Kurt Russell,1
880,10948.0,3,Big Mama (voice),Pearl Bailey,2
881,15121.0,1,Maria,Julie Andrews,0
882,15121.0,2,Captain Von Trapp,Christopher Plummer,1
883,15121.0,3,The Baroness,Eleanor Parker,2
884,562.0,5,John McClane,Bruce Willis,0
885,562.0,13,Hans Gruber,Alan Rickman,1
886,562.0,8,Karl,Alexander Godunov,2
887,10163.0,12,Jobe Smith,Jeff Fahey,0
888,10163.0,13,Dr. Lawrence Angelo,Pierce Brosnan,1
889,10163.0,14,Marnie Burke,Jenny Wright,2
890,9591.0,1,Guy Patterson,Tom Everett Scott,0
891,9591.0,3,Jimmy Mattingly,Johnathon Schaech,1
892,9591.0,5,Mr. White,Tom Hanks,2
893,11412.0,10,Samantha Caine / Charly Baltimore,Geena Davis,0
894,11412.0,12,Mitch Henessey,Samuel L. Jackson,1
895,11412.0,13,Caitlin Caine,Yvonne Zima,2
896,10586.0,11,Charles Remington,Michael Douglas,0
897,10586.0,12,Col. John Henry Patterson,Val Kilmer,1
898,10586.0,13,Robert Beaumont,Tom Wilkinson,2
899,454.0,1,Romeo,Leonardo DiCaprio,0
900,454.0,2,Juliet,Claire Danes,1
901,454.0,3,Tybalt,John Leguizamo,2
902,10218.0,1,Mike Peters.,Jon Favreau,0
903,10218.0,2,Trent Walker.,Vince Vaughn,1
904,10218.0,3,Rob,Ron Livingston,2
905,819.0,19,Father Bobby,Robert De Niro,0
906,819.0,26,Michael Sullivan,Brad Pitt,1
907,819.0,17,Sean Nokes,Kevin Bacon,2
908,11238.0,2,Aladdin (voice),Scott Weinger,0
909,11238.0,3,Jasmine (voice),Linda Larkin,1
910,11238.0,23,Genie (voice),Robin Williams,2
911,252.0,11,Willy Wonka,Gene Wilder,0
912,252.0,12,Grandpa Joe,Jack Albertson,1
913,252.0,13,Charlie Bucket,Peter Ostrum,2
914,11561.0,1,Miles Monroe,Woody Allen,0
915,11561.0,2,Luna Schlosser,Diane Keaton,1
916,11561.0,3,Erno Windt,John Beck,2
917,11302.0,1,Fielding Mellish,Woody Allen,0
918,11302.0,2,Nancy,Louise Lasser,1
919,11302.0,3,General Emilio M. Vargas,Carlos Montalbán,2
920,623.0,22,Archie Leach,John Cleese,0
921,623.0,23,Wanda Gershwitz,Jamie Lee Curtis,1
922,623.0,24,Otto,Kevin Kline,2
923,583.0,13,Brian Cohen,Graham Chapman,0
924,583.0,14,Arthur,John Cleese,1
925,583.0,15,Crucifee,Terry Gilliam,2
926,475.0,2,Clyde Barrow,Warren Beatty,0
927,475.0,3,Bonnie Parker,Faye Dunaway,1
928,475.0,4,C.W. Moss,Michael J. Pollard,2
929,521.0,6,Tony Wendice,Ray Milland,0
930,521.0,5,Margot Mary Wendice,Grace Kelly,1
931,521.0,7,Mark Halliday,Robert Cummings,2
932,88.0,7,Baby (Frances) Houseman,Jennifer Grey,0
933,88.0,8,Johnny Castle,Patrick Swayze,1
934,88.0,10,Dr. Jake Houseman,Jerry Orbach,2
935,500.0,20,Mr. White/Larry Dimmick,Harvey Keitel,0
936,500.0,4,Mr. Orange/Freddy Newandyke,Tim Roth,1
937,500.0,5,Mr. Blonde/Vic Vega,Michael Madsen,2
938,792.0,36,Staff Sergeant Bob Barnes,Tom Berenger,0
939,792.0,15,Private First Class Chris Taylor,Charlie Sheen,1
940,792.0,16,Sergeant Elias Grodin,Willem Dafoe,2
941,8491.0,1,Larry Wilson,Andrew McCarthy,0
942,8491.0,2,Richard Parker,Jonathan Silverman,1
943,8491.0,3,Gwen Saunders,Catherine Mary Stewart,2
944,402.0,1,Det. Nick Curran,Michael Douglas,0
945,402.0,2,Catherine Tramell,Sharon Stone,1
946,402.0,3,Gus Moran,George Dzundza,2
947,10537.0,13,Jim Morrison,Val Kilmer,0
948,10537.0,17,Pamela Courson,Meg Ryan,1
949,10537.0,14,Ray Manzarek,Kyle MacLachlan,2
950,11386.0,9,Fergus,Stephen Rea,0
951,11386.0,11,Dil,Jaye Davidson,1
952,11386.0,8,Jude,Miranda Richardson,2
953,9504.0,1,Ricky Roma,Al Pacino,0
954,9504.0,2,Shelley Levene,Jack Lemmon,1
955,9504.0,3,Blake,Alec Baldwin,2
956,601.0,20,Elliott,Henry Thomas,0
957,601.0,22,Gertie,Drew Barrymore,1
958,601.0,21,Michael,Robert MacNaughton,2
959,2119.0,19,Cole Trickle,Tom Cruise,0
960,2119.0,20,Harry Hogge,Robert Duvall,1
961,2119.0,21,Dr. Claire Lewicki,Nicole Kidman,2
962,744.0,13,Pete 'Maverick' Mitchell,Tom Cruise,0
963,744.0,14,Charlotte 'Charlie' Blackwood,Kelly McGillis,1
964,744.0,15,Tom 'Iceman' Kazanski,Val Kilmer,2
965,221.0,6,Jim Stark,James Dean,0
966,221.0,7,Judy,Natalie Wood,1
967,221.0,8,John 'Plato' Crawford,Sal Mineo,2
968,702.0,13,Blanche DuBois,Vivien Leigh,0
969,702.0,14,Stanley Kowalski,Marlon Brando,1
970,702.0,15,Stella Kowalski,Kim Hunter,2
971,1630.0,1,Larry Flynt,Woody Harrelson,0
972,1630.0,2,Althea Leasure,Courtney Love,1
973,1630.0,3,Alan Isaacman,Edward Norton,2
974,2756.0,10,Virgil 'Bud' Brigman,Ed Harris,0
975,2756.0,11,Lindsey Brigman,Mary Elizabeth Mastrantonio,1
976,2756.0,12,Lieutenant Hiram Coffey,Michael Biehn,2
977,790.0,14,Stevie Wayne,Adrienne Barbeau,0
978,790.0,15,Elizabeth Solley,Jamie Lee Curtis,1
979,790.0,16,Kathy Williams,Janet Leigh,2
980,1103.0,11,Snake Plissken,Kurt Russell,0
981,1103.0,12,Police Commissioner Bob Hauk,Lee Van Cleef,1
